severity,category,issue,details,recommendation,source
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 18°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251201202950_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251223213800_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 46°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251223213800_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251223213800_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 35°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251223213800_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251223213800_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 2378°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251223213800_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 185 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20251223213800_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 17°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251223213800_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±231 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20251022181405_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251022181405_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 520 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251022181405_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±306 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20251022181405_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 68°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251022181405_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 423°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251022181405_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 8°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251022181405_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251022181405_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 2023°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251022181405_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 44 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20251022181405_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 18°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251022181405_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20260126135122_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20260126135122_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: -7°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20260126135122_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 24°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20260126135122_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: -3°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20260126135122_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20260126135122_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 2246°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20260126135122_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 6°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20260126135122_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251127121151_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 7 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251127121151_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 8 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251127121151_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 70°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251127121151_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251127121151_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: -1°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251127121151_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251127121151_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 2198°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251127121151_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 122 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20251127121151_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 19°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251127121151_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251103170437_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 61°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103170437_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103170437_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 14°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103170437_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103170437_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 2758°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251103170437_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 40 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20251103170437_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 21°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103170437_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251223215016_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 78°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251223215016_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251223215016_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 42°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251223215016_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251223215016_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 2370°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251223215016_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 22 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20251223215016_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 21°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251223215016_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251224003315_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251224003315_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251224003315_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251224003315_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 1 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251224003315_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251224003315_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251224003315_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251224003315_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251224003315_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251224003315_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251224003315_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251224003315_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251224003315_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251224003315_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251224003315_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251224003315_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251224003315_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251224003315_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251223214655_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 76°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251223214655_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251223214655_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 42°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251223214655_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251223214655_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 2342°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251223214655_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 9 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20251223214655_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 21°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251223214655_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 71°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251124225845_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251028162810_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 26 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251028162810_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 34 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251028162810_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 78°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251028162810_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 932°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251028162810_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 76°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251028162810_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251028162810_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 5112°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251028162810_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 1053 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20251028162810_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 21°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251028162810_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251124220315_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251124220315_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 24°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251124220315_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251124220315_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 6°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251124220315_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251124220315_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 1854°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251124220315_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 29 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20251124220315_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 12°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251124220315_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251201180351_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 52°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251201180351_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251201180351_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 53°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251201180351_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251201180351_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 2146°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251201180351_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 88 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20251201180351_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 21°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251201180351_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±60 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20251220142516_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251220142516_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±51 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20251220142516_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 9 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251220142516_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 8 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251220142516_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 77°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251220142516_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251220142516_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 5°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251220142516_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251220142516_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 2333°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251220142516_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 53 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20251220142516_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 21°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251220142516_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251103171753_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 74°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103171753_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103171753_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 14°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103171753_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103171753_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 2360°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251103171753_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 21°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251103171753_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±57 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20251223215909_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251223215909_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 80°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251223215909_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251223215909_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 81°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251223215909_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251223215909_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 2515°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251223215909_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 78 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20251223215909_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 21°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251223215909_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251201181703_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 80°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251201181703_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251201181703_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 54°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251201181703_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251201181703_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 2358°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251201181703_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 11 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20251201181703_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 21°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251201181703_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±153 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20251025160401 alternation noise_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251025160401 alternation noise_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 390 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251025160401 alternation noise_clean.csv
WARNING,Engine Performance,Rough Idle - RPM Fluctuation,RPM variation: ±355 RPM (should be <50),"Check for misfires, vacuum leaks, or engine mount issues",TOYOTA_989347712041_20251025160401 alternation noise_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 22 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251025160401 alternation noise_clean.csv
WARNING,Engine Performance,Erratic RPM Behavior,Detected 22 sudden RPM changes (>200 RPM/reading),"Possible misfire, fuel delivery issue, or sensor problem",TOYOTA_989347712041_20251025160401 alternation noise_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 67°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251025160401 alternation noise_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 583°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251025160401 alternation noise_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 25°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251025160401 alternation noise_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 0°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251025160401 alternation noise_clean.csv
CRITICAL,Cooling System,Engine Overheating,Coolant temperature: 3140°F (normal: 180-210°F),"IMMEDIATE ATTENTION: Check coolant level, thermostat, radiator, and water pump",TOYOTA_989347712041_20251025160401 alternation noise_clean.csv
WARNING,Cooling System,Unstable Engine Temperature,Detected 892 rapid temperature fluctuations,"Check thermostat, coolant level, and temperature sensor",TOYOTA_989347712041_20251025160401 alternation noise_clean.csv
WARNING,Cooling System,Engine Running Cold,Coolant temperature: 20°F (normal: 180-210°F),Check thermostat - may be stuck open,TOYOTA_989347712041_20251025160401 alternation noise_clean.csv
WARNING,Engine Performance,Low Idle RPM,Average idle RPM: 0 (expected 650-800),"Check for vacuum leaks, dirty throttle body, or idle control valve issues",TOYOTA_989347712041_20251223194633_clean.csv
